Company,MSE,MAE,R2,MAPE
HDST-M.TA,350.6801873,7.687205227,-2.625611994,0.167170901
HGG.TA,306.6906106,13.16303677,0.99792186,0.005793026
HGGE.TA,232.398517,10.42150699,0.931261843,0.015011205
HMAM.TA,24.30585716,2.926247002,0.912765918,0.007396491
MSBI.TA,2.265362602,1.264195912,0.983420989,0.010004524
HAMAT.TA,749.3889425,20.93661916,0.987244129,0.013673519
HARL.TA,39292.3473,128.5895098,0.958214877,0.02250773
HICN.TA,15109.20743,102.9792712,-13.91474406,1.975102345
HLAN.TA,13930.53819,98.64899706,0.993311975,0.00450581
HIPR.TA,450.1330516,16.71144474,0.962881565,0.008839892
HRON.TA,3491799.789,1084.092345,0.987143178,0.00465663
HIVE.TA,0.042547316,0.137990227,-0.645634946,0.137900871
HOD.TA,5729.406569,54.92154594,0.985602028,0.011393074
HLMS.TA,317.8676068,13.55739573,0.894853476,0.022137988
HMGS.TA,35975.41547,107.1318535,-7.315412035,0.590717157
HUMX.TA,242.8680499,9.739190663,-19.10642784,0.296926115
IARG.TA,21.15183777,2.900911865,0.768702318,0.035430332
ICL.TA,207.1704962,12.26547683,0.996920058,0.006821632
ICON.TA,255.7037192,14.86799612,-0.659147994,0.033320121
IDNT.TA,1887.42364,28.08809766,0.881845852,0.074433002
IDIN.TA,118295.5585,222.2797021,0.954995125,0.014358019
IDMO.TA,389.5493697,12.18585034,0.624785152,0.030626325
IES.TA,35866.08826,98.98812183,0.993469363,0.004489103
INTO.TA,17112.06332,58.15428867,0.737673273,0.159223801
ILDR.TA,71.74645493,6.44779583,0.968320249,0.008403215
ILX.TA,6420.01368,63.19852386,0.982543561,0.008770364
ISI.TA,92.81006818,7.777430945,0.985081047,0.005648299
IMCO.TA,11019.29011,74.27704312,0.950039271,0.01948147
IMED.TA,25655.79294,99.72056031,-144.5933144,5.019832456
INRM.TA,1706.353253,36.50430052,0.963902224,0.021850363
ININ.TA,57.73777193,3.931608917,0.710652155,0.015562568
INCR.TA,301.7398468,10.08844914,0.935967074,0.017585889
INTR.TA,56742.76089,170.9700638,0.341645246,0.026071699
IGLD.TA,131744868.9,9769.746018,-17974.39788,21.30883539
ISCN.TA,80.77483736,7.358552509,0.99289049,0.005119667
ILDC.TA,882.6903736,25.59496616,0.979370438,0.007441976
ISOP.TA,10.95204594,1.598295264,0.969197145,0.014788016
ISHI.TA,92881.91863,240.6644665,0.978304872,0.021767988
ISRG.TA,8.24025325,2.55384456,0.858697796,0.012209152
ISRA.TA,10.3633833,2.423980358,0.976624096,0.012117555
ISRS.TA,987481.0532,843.2001382,0.976156064,0.009748457
ISRO.TA,6628.597521,61.86004656,0.979115269,0.007496885
ISTA.TA,9950.735239,88.84323876,0.986029536,0.009731738
JCFN.TA,776.4232696,17.97180478,0.96250875,0.007812447
JBNK.TA,6362.613687,63.60704429,0.893131577,0.036024921
JNGO.TA,4666.143375,61.77435091,-14.82817976,0.170473449
KDST.TA,9687.312503,73.06003239,0.943900975,0.062165517
KAFR.TA,5177.316484,49.95192584,0.951333797,0.016114612
KMDA.TA,4129.494008,49.58294018,0.940788445,0.019962752
KRDI.TA,4.826440066,1.37054936,0.996967839,0.004425216
KARE.TA,198.4055563,7.107161482,0.95238328,0.012426808
KEN.TA,7974.989586,72.73705106,0.983924198,0.006646962
KRUR.TA,2273.3116,37.80335811,0.995516459,0.005224652
KSTN.TA,49.55924841,4.403540196,0.983619247,0.006479718
KLIL.TA,175616.7155,318.5249219,0.980227651,0.012895252
KNFM.TA,403.9367405,16.66724981,0.989595747,0.011473525
LHIS.TA,28549.65889,74.05370018,0.746878197,0.247614722
LAHAV.TA,29.91945525,4.494383715,0.994520719,0.009245838
LPHL.TA,0.32244271,0.474187842,0.963691724,0.004353476
LSCO.TA,31.10983411,4.634123373,0.985122175,0.012202814
LUMI.TA,28946.44966,134.795668,0.873657381,0.029821901
LEOF.TA,85.62209673,7.903369555,0.984051014,0.025435851
LEVI.TA,845156.2495,740.0716746,0.979963968,0.019245701
LVPR.TA,268861.4947,111.2626348,0.872415682,0.736693346
LBRA.TA,1799.348856,33.55764921,0.541714424,0.030893506
LCTX.TA,63.69844245,5.415177738,0.982665823,0.024561314
LPSN.TA,72618.4335,110.2662825,-12.04102864,0.252444726
LODZ.TA,43595.10365,187.3633987,0.892469043,0.258557164
LUDN.TA,3799.901896,50.01110698,0.947678142,0.022500171
LUZN.TA,9.779493041,2.187891401,0.96101429,0.007819229
LURO.TA,4286.782819,57.49985364,-2.824036199,0.025699883
MGIC.TA,726.0663148,21.20978903,0.98332613,0.004846168
MLTM.TA,1636.832639,30.39765217,0.999214445,0.003910285
MSLA.TA,68.55096617,6.3438605,0.899376617,0.004849063
MSVT.TA,5149.771497,31.02147304,-14.56014184,0.257511409
MTLF.TA,21.80451388,4.21627953,0.930805292,0.011638558
MTRX.TA,12312.62229,91.58441178,0.979017215,0.010608524
MAXO.TA,69.25342834,6.522227463,0.995047102,0.005513433
MTRN.TA,73792.88251,89.11018407,-6.742476073,0.096765901
MDPR.TA,8.8106783,2.225567311,0.997795473,0.003641993
MPRS.TA,134.1033027,7.536186185,0.806404697,1.292126213
MDTR.TA,34.24591589,4.560712897,0.998489723,0.004525647
MGOR.TA,835.2578043,22.0596785,0.999268887,0.002021237
MEDN.TA,240379.3232,290.1477903,0.94614059,0.01397795
MLSR.TA,28202.17116,140.0606816,0.994063106,0.00448688
MNIN.TA,157.2572058,8.922684141,0.997210782,0.006908546
MNIF.TA,5956.885547,61.85875043,0.73057605,0.034559422
MNRT.TA,4.69915612,1.821211263,0.96886031,0.009087828
MMHD.TA,2110624.125,1171.804358,0.652181374,0.074414709
CMER.TA,700724.2407,638.1193679,-0.125956035,0.191887144
MRHL.TA,48.45928779,5.435723485,0.693622109,0.237753842
MSKE.TA,202.695219,13.44566292,0.908723085,0.052581641
MGRT.TA,21.58217261,3.735234999,0.998136247,0.006587079
MIA.TA,37.74754194,2.808492387,0.946011599,0.054304054
MCLL.TA,896.6951419,23.37537116,0.933002372,0.021926633
MCMN.TA,20889.24464,110.9202381,0.997534972,0.004508738
MCRNT.TA,460.488922,15.90644228,0.85286824,0.06235047
