Company,Model,MSE,MAE,R2,MAPE,Final_Score,,,,
MLTM.TA,GRU,1636.832639,30.39765217,0.999214445,0.003910285,-1.449562217,,,,
MMHD.TA,LSTM,191064.8769,310.2473304,0.968513615,0.019719995,-1,,,,
MNIF.TA,LSTM,3471.66968,46.1810498,0.842979867,0.025658338,-1.161182801,,,,
MNIN.TA,GRU,157.2572058,8.922684141,0.997210782,0.006908546,-1.343778465,,,,
MNRT.TA,LSTM,0.233790924,0.340461076,0.998450748,0.001726946,-1,,,,
MPRS.TA,LSTM,188.1777303,8.013866756,0.728341332,1.016612338,-0.4527596814,,,,
MRG.TA,GRU,382.5373297,15.20098722,0.976715983,0.013044722,-0.9953211417,,,,
MRHL.TA,XGBoost,390.4285882,11.7339155,-0.171322325,2.970995166,-0.2,,,,
MSBI.TA,LSTM,1.095381534,0.674703639,0.991983472,0.005382458,-1.074073459,,,,
MSHR.TA,LSTM,12.99361197,2.977559492,0.979790511,0.004118083,-0.7521757233,,,,
MSKE.TA,LSTM,15.11491224,2.880206149,0.993193512,0.011241206,-1,,,,
MSLA.TA,LSTM,71.63078746,5.859570439,0.894855863,0.004489449,-0.8452993459,,,,
MSVT.TA,LSTM,1745.200453,16.35667747,-4.27315952,0.137717178,-1,,,,
MTLF.TA,LSTM,11.42272191,2.779919663,0.963750996,0.007615381,-1.068578549,,,,
MTRN.TA,LSTM,80801.09036,78.1825284,-7.477789287,0.085946779,-0.6,,,,
MTRX.TA,LSTM,3504.208743,51.04678446,0.994028237,0.005961202,-1.280662132,,,,
MVNE.TA,LSTM,19.04746742,3.654930601,0.996403894,0.003451247,-1.668662496,,,,
MYDS.TA,XGBoost,91.15385103,3.57215505,0.406922376,4.32862985,-1,,,,
MZTF.TA,LSTM,104853.6282,282.4151795,0.919639384,0.017125702,-0.9458756737,,,,
NAWI.TA,LSTM,55501.19985,167.1191774,0.872922551,0.038767451,-1.499903207,,,,
NFTA.TA,GRU,712.5971953,17.00229033,0.967830188,0.007185588,-1.009943633,,,,
NICE.TA,LSTM,222257.1881,372.0999728,0.989817515,0.006136362,-1.399152495,,,,
NISA.TA,GRU,237.8327325,11.97809537,0.986639844,0.008775325,-0.2,,,,
NOFR.TA,LSTM,122.4048467,8.310717293,0.998354212,0.000945419,-1.30034114,,,,
NRGN.TA,LSTM,154.1239085,9.709358324,0.864210199,0.030541714,-1,,,,
NSTR.TA,GRU,252.2598334,12.58009048,0.989134683,0.010021545,-1.591971719,,,,
NTGR.TA,XGBoost,139.2879126,9.21004838,0.985964615,0.008322754813,-1.065782729,,,,
NTML.TA,GRU,1758.635791,33.16118099,0.998231766,0.004004249,-1.271546681,,,,
NTNB.TA,LSTM,34.46494276,4.736681892,0.614663835,0.017864842,-1.246681216,,,,
NTO.TA,LSTM,17645.64424,89.27551774,0.997902019,0.008058538,-0.9848223682,,,,
NURI.TA,LSTM,14321.21235,67.45248618,-2.209456461,0.101164165,-0.9107655781,,,,
NVLG.TA,LSTM,1.707272651,0.996976888,0.99158901,0.005951622,-1.652747908,,,,
NVMI.TA,LSTM,8552636.904,1208.622829,0.886474726,0.014774807,-1.035542341,,,,
NVPT.TA,XGBoost,440.614211,18.40732785,-3.495298131,0.3574995799,-1,,,,
NWMD.TA,LSTM,609.75117,20.30304845,0.9664453,0.01645288,-1.422261697,,,,
NXFR.TA,GRU,46207.14105,206.6508368,-77.77445809,1.326659949,-0.8062041442,,,,
NXGN.TA,LSTM,28.14037286,3.530560766,-0.002766432,0.052161259,-0.8216322393,,,,
NXSN.TA,XGBoost,567.5551926,22.46664352,-12.06736021,0.4795702851,-1,,,,
NXTG.TA,LSTM,8.378982373,1.755667577,0.954544859,0.021351916,-1.168699645,,,,
NXTM.TA,LightGBM,125.0002576,8.788505809,0.977849549,0.01246805823,-1,,,,
NYAX.TA,GRU,19270.19595,86.40435081,0.991880309,0.007073386,-1,,,,
ONE.TA,GRU,3810.143631,44.80900332,0.993943692,0.00680575,-1,,,,
OPAL.TA,GRU,4.029203174,1.638196106,0.995453096,0.008013129,-1.01174271,,,,
OPCE.TA,LSTM,188.9441158,9.509115411,0.991324338,0.003141309,-1.670932935,,,,
OPK.TA,LSTM,209.732715,6.804834355,0.851483056,0.012092597,-1.007436457,,,,
ORA.TA,GRU,15001.58276,103.2941526,0.997793707,0.003888923,-1.466002125,,,,
ORAD.TA,LightGBM,1.086243812,0.709402584,0.956761541,0.01172152934,-1,,,,
ORBI.TA,GRU,11526.17721,77.70595738,0.931234441,0.025146057,-0.7186757911,,,,
ORIN.TA,LSTM,1087.597656,20.47269324,0.981822059,0.009056957,-1.508638752,,,,
ORL.TA,LSTM,0.326674373,0.429391729,0.991457151,0.004291171,-1.088755868,,,,
ORMP.TA,XGBoost,0.140905191,0.3135844,0.850115745,0.0349346344,-1,,,,
ORON.TA,LSTM,85.76783474,6.179977725,0.994210491,0.006019245,-1.658328654,,,,
ORTC.TA,GRU,3433.217391,26.65739809,0.78686902,0.031267887,-1.028399869,,,,
OVRS.TA,LSTM,1.82775482,0.798966474,0.998753929,0.002089322,-0.7942011952,,,,
PAYT.TA,LSTM,2590.990131,38.51455562,0.972984497,0.005594251,-1,,,,
PAZ.TA,LSTM,2161007.612,1038.741762,0.925054912,0.020563938,-1.242302348,,,,
PCBT.TA,LSTM,2619.466926,41.17909737,0.737873289,0.050593011,-1,,,,
PEN.TA,XGBoost,2.872662015,1.242946391,0.994607053,0.007937550875,-1,,,,
PERI.TA,GRU,9597.26788,41.30762922,0.600824189,0.013031318,-1,,,,
PHOE.TA,LightGBM,236913.1447,292.7100965,-0.057550111,0.06760946868,-1,,,,
PHTM.TA,GRU,540.5807124,19.01174697,0.973695155,0.006323884,-0.5162048794,,,,
PLAZ-L.TA,LightGBM,2592.247683,33.03574196,0.802373701,9.287573577,-1,,,,
PLCR.TA,LSTM,1244.012279,20.18870597,0.920028183,1.073778424,-1.266806067,,,,
PLNT.TA,GRU,4558.040502,40.4154931,-0.957451741,0.17569601,-1,,,,
PLRM.TA,LSTM,271930.5596,400.0649909,0.831187791,0.044462704,-0.6,,,,
PLSN.TA,LSTM,9597.193135,85.83944446,0.998799377,0.005080427,-0.8420349463,,,,
PLUR.TA,GRU,14870.5682,109.877591,0.291580715,0.064897348,-1.217092383,,,,
PMNT.TA,LSTM,19.01383693,3.274144205,0.993153486,0.008358099,-1,,,,
PMVM.TA,LSTM,687.4745793,16.28330856,0.454089846,0.080433775,-1.128380895,,,,
POLI.TA,LSTM,12870.15459,92.3135767,0.939905192,0.020295282,-1.236185981,,,,
POLP.TA,GRU,76.57140497,7.056793043,0.983920905,0.005808131,-1.067382272,,,,
POLY.TA,LightGBM,12.50798072,2.636197671,-0.381089522,0.06521116924,-1,,,,
PPBT.TA,XGBoost,476.1120595,20.04773659,-5.891084208,1.791548417,-1,,,,
PPIL.TA,LightGBM,28590.96379,87.0222141,0.161236758,11.24066513,-0.2,,,,
PRIM.TA,LSTM,2607.194318,30.28997439,0.970202818,0.025651209,-0.9041470972,,,,
PRKM.TA,LSTM,62.08489178,4.328062996,0.801615402,0.007685609,-0.8256538597,,,,
PRMG.TA,LSTM,615.2488514,17.13866434,0.838987341,0.011545139,-0.9631731455,,,,
PRPD.TA,LSTM,123.9680042,8.33585414,0.943433117,0.004146901,-1,,,,
PRSK.TA,GRU,3235.225807,44.13649138,0.996790044,0.004212199,-1.334520316,,,,
PRTC.TA,LSTM,42784.66943,152.1462954,0.982117464,0.00890556,-0.7601192244,,,,
PTBL.TA,LSTM,53419.15459,198.8365306,0.982230521,0.007723671,-1.027215488,,,,
PTCH.TA,LightGBM,0.003664595,0.047417744,0.988305242,0.02115629562,-1,,,,
PTNR.TA,LSTM,438.5644686,14.56800482,0.997962159,0.006471571,-0.7705599516,,,,
PTX.TA,GRU,192.5169312,5.512898187,0.803046762,0.084541398,-1.028820759,,,,
PULS.TA,GRU,2785.474009,22.87197864,0.669297246,0.049412043,-1.021095816,,,,
QLRD.TA,LSTM,1487.108889,23.72861375,0.975057009,0.006540919,-1,,,,
QLTU.TA,LSTM,11505985.03,2362.540524,0.52254006,0.0906171,-1,,,,
QNCO.TA,GRU,103.7173817,5.677573443,0.989598897,0.010296228,-1,,,,
RANI.TA,GRU,7.341282596,1.935176863,0.99882861,0.005306443,-1.010351882,,,,
RATI.TA,LightGBM,0.054008685,0.134464285,0.276926128,0.04229121356,-1,,,,
RAVD.TA,GRU,8.60757826,2.22822058,0.995650202,0.002797161,-0.7134226219,,,,
RAYG-M.TA,XGBoost,161.8802681,6.409216383,0.736823188,0.9645394545,-0.8351541965,,,,
REKA.TA,LSTM,149.2220827,7.934170925,0.919537194,0.005641974,-1.027693754,,,,
RIMO.TA,LSTM,425.5398263,16.50273859,0.995429776,0.003355919,-0.7841410108,,,,
RIT1.TA,LSTM,23.46103778,3.936586839,0.999415404,0.002223873,-1.556711037,,,,
RLCO.TA,GRU,2067.272129,30.25438182,0.996268419,0.0063821,-0.9038145943,,,,
RMLI.TA,GRU,7022.568698,53.40206023,0.998508197,0.002152524,-1,,,,
RMN.TA,LSTM,82.0902177,6.647676429,0.996193929,0.004597817,-1.404761922,,,,
RMON.TA,GRU,648.1146101,21.08787178,0.992931574,0.004641737,-1.384971226,,,,
ROBO.TA,XGBoost,0.007028038,0.06565606,0.78224736,0.0619906502,-0.2,,,,
ROTS.TA,LSTM,32976.54489,132.4370497,0.974476376,0.019536062,-1,,,,
RPAC.TA,XGBoost,565.3599447,17.60935407,0.969226942,0.007016631648,-0.6,,,,
RSEL.TA,GRU,37107.97746,97.91545044,0.711707249,0.066749459,-0.2724702662,,,,
RTEN.TA,LightGBM,0.02630751,0.134577722,0.900909405,0.05842934236,-0.3586042574,,,,
RTLS.TA,GRU,1178.019821,24.6076236,0.997395912,0.003158213,-1.329915378,,,,
RTMD-L.TA,LightGBM,1225.199427,30.35624665,-2.850525318,0.870089599,-0.2,,,,
RTPT.TA,XGBoost,0.00234274,0.03588337,0.454463711,0.1709663907,-1,,,,
RVL.TA,GRU,695.0860547,6.736987588,0.241833937,0.03292424,-0.9030834695,,,,
RZR.TA,GRU,176.9119023,9.570157505,0.935968714,0.017667873,-1.133895106,,,,
SAE.TA,LSTM,11166.42505,88.78641575,0.783716188,0.023952352,-1,,,,
SANO1.TA,GRU,78826.74372,185.8129114,0.987347338,0.005616214,-0.924409331,,,,
SARN.TA,LSTM,0.32432937,0.416396661,0.94152152,0.006753603,-0.8153505734,,,,
SBEN.TA,LSTM,3.316653709,1.432320214,0.981397217,0.005778213,-1,,,,
SCC.TA,LSTM,50.44266003,3.504140335,-0.004225926,0.083234137,-1.002621982,,,,
SCDX.TA,XGBoost,48.8824131,5.162466119,0.91896203,0.01867292274,-1,,,,
SCOP.TA,LSTM,5660.377739,57.20432124,0.998316269,0.004258923,-1.575574229,,,,
SEMG.TA,LSTM,29.01457286,4.403287863,0.98682984,0.015392288,-0.5940532219,,,,
SFRN.TA,LSTM,9.457130158,2.000015648,0.996263982,0.002783866,-1.371117839,,,,
SHAN.TA,LightGBM,28.76408962,3.836419475,0.964394512,0.0112449829,-0.8796216355,,,,
SHGR.TA,GRU,264.0486008,12.68961978,0.99349064,0.010168652,-1.373383016,,,,
SHMM.TA,LSTM,27.49452689,3.464516477,0.900126666,0.023999975,-1,,,,
SHNP.TA,GRU,165.5666144,10.49134598,0.99719453,0.006919368,-0.8651795977,,,,
SHOM.TA,GRU,10.67113593,2.40193871,0.999445146,0.003098126,-1.471437564,,,,
SKBN.TA,LSTM,96.21172208,7.465626073,0.997513773,0.006603978,-1.082130594,,,,
SKLN.TA,GRU,143.2154267,8.723342381,0.992721238,0.004603316,-1.61310624,,,,
SLARL.TA,GRU,32.30774086,4.871250536,0.996597519,0.005405481,-1.437453099,,,,
SLRM.TA,LSTM,674.2675886,15.83462732,0.973283399,0.024980925,-0.4660163894,,,,
SMAG.TA,GRU,9235.978986,35.75492578,0.334224558,8.556845341,-0.2611956192,,,,
SMNR.TA,LightGBM,10.15139752,2.113486606,-0.263762807,0.1486587336,-1,,,,
SMT.TA,LSTM,1482.213093,29.73812015,0.981348935,0.005235109,-0.9073585504,,,,
SNCM.TA,LightGBM,6.82114354,1.153081822,0.926495631,0.01039928181,-1,,,,
SNEL.TA,GRU,212.4409169,11.28834362,0.989442689,0.007270938,-0.7288368341,,,,
SNFL.TA,GRU,84.12233083,7.325352575,0.959014153,0.013822285,-1,,,,
SOFW.TA,LSTM,324.3512421,15.42038321,0.975778569,0.00915168,-1,,,,
SOLR.TA,GRU,112.4088692,7.093344323,0.996274206,0.00204531,-1.079354283,,,,
SONO.TA,XGBoost,0.65918665,0.738664412,-6.569407515,1.101920937,-0.3643996097,,,,
SPDV.TA,XGBoost,495.6906227,14.50949308,0.544874804,0.03933113598,-1,,,,
SPEN.TA,GRU,106.9585636,8.593556678,0.998609371,0.003389112,-1.088207872,,,,
SPNS.TA,LSTM,12141.44369,48.4932288,0.996379798,0.004447758,-0.8754345588,,,,
SPNTC.TA,LSTM,64.5224478,5.900200239,0.907153007,0.0142762,-1.190076995,,,,
SPRG.TA,XGBoost,69789.36748,159.2610108,0.055730646,10.06528676,-1,,,,
SRAC.TA,LSTM,1111.524251,28.86542484,0.997947002,0.007220108,-1.196889394,,,,
SRFT.TA,LSTM,12300.94932,96.09913381,0.913412214,0.022710673,-1,,,,
STEC.TA,LSTM,290.6341529,6.882209865,0.978496084,0.137939154,-1.068608179,,,,
STG.TA,LSTM,73157.39975,170.5328097,0.861771511,0.031310691,-0.3718162299,,,,
STRG.TA,LSTM,376.1796393,9.620516503,-4.462389931,0.231128776,-1.91571271,,,,
STRS.TA,GRU,9544.80919,89.14079364,0.981994663,0.013121283,-1.0052401,,,,
STRW.TA,GRU,28154.65291,113.039799,0.062029975,0.025303334,-1.005172769,,,,
SVRE.TA,LightGBM,13749.46852,84.99151925,-16.65286144,9.890771779,-0.2,,,,
SVRT.TA,LSTM,13336.73032,42.46910562,-2.871724945,0.112594379,-0.9676598972,,,,
TATT.TA,GRU,1378113.122,948.2572019,0.368507881,0.099787417,-0.7970633326,,,,
TAYA.TA,LSTM,331.3672731,14.58244429,0.994913578,0.002353982,-1.127964114,,,,
TDRN.TA,LSTM,54564.63641,188.7750729,0.995378302,0.007857844,-1,,,,
TECT.TA,LSTM,43.37741101,5.011363005,0.981544608,0.011521247,-1.310524459,,,,
TEDE.TA,LightGBM,27422.29807,96.93031462,0.525086527,0.8214595288,-0.6,,,,
TEVA.TA,GRU,53667.35461,142.3956917,0.904348085,0.020193801,-1,,,,
TFRLF.TA,LSTM,4549.93597,44.07559812,0.951099661,0.013365121,-1.086222457,,,,
TGI.TA,LSTM,4.744030743,1.572366939,0.990554865,0.007943337,-1,,,,
TGTR.TA,GRU,272.6847454,11.11220903,0.867825436,0.024432537,-1.099289021,,,,
THES.TA,LSTM,32.22838767,4.602134437,0.996890144,0.009698278,-0.7853101781,,,,
TIGBUR.TA,LightGBM,2.278079651,1.026711698,0.913686468,0.02216640885,-1,,,,
TIGI.TA,LSTM,144.5570006,8.292150428,0.982613587,0.010104253,-1,,,,
TKUN.TA,GRU,3.251409613,1.345014847,0.604942624,0.037063532,-0.9903780278,,,,
TLSY.TA,LSTM,12432.66854,70.09631948,0.979330361,0.003999422,-1,,,,
TMIS.TA,LightGBM,915.2857455,18.57552318,0.926791297,0.01738183441,-1,,,,
TMRP.TA,LSTM,10472.87532,63.87506474,0.942657045,0.022496449,-1.06929555,,,,
TNDO.TA,LSTM,121.2436374,3.425676669,0.78462717,0.007829827,-1.052351837,,,,
TNPV.TA,LSTM,410.2916174,12.23527906,0.991360261,0.009976278,-1.297179143,,,,
TOEN.TA,LSTM,5329.381814,44.42080017,0.948968673,0.020582484,-1.071386503,,,,
TOPS.TA,LSTM,73.92129706,5.958294563,0.996635949,0.005681738,-1.441615088,,,,
TRA.TA,LSTM,5.08349072,1.249911549,0.957506687,0.031121559,-1.03267387,,,,
TRAN.TA,GRU,16.24713223,2.743047567,0.860856738,0.026831775,-0.6646234954,,,,
TRLT.TA,XGBoost,114.6237787,7.250164172,0.96692478,0.01039664408,-1,,,,
TRPZ.TA,LSTM,639.1197601,19.14741985,0.994171293,0.00807468,-1,,,,
TRX.TA,LSTM,93.21445223,8.380396891,0.930920552,0.017125772,-0.7348592755,,,,
TSEM.TA,LSTM,159920.227,300.4770565,0.914817536,0.017338699,-1.111152884,,,,
TTAM.TA,LSTM,10.07010672,2.690515643,0.996322683,0.004133419,-1,,,,
TURB.TA,GRU,191.4705163,9.635230526,0.978375192,0.01086274,-1,,,,
TUZA.TA,LightGBM,1.078474916,0.768009581,0.942540376,0.020799143,-0.6,,,,
UMH.TA,GRU,3528002.075,1735.342098,0.517790384,5.26335694,-1,,,,
UNCT.TA,LightGBM,3845.014395,61.71969319,-70.36864677,2.402457052,-1,,,,
UNIT.TA,GRU,1643.695539,30.47395897,0.9427157,0.01128531,-0.7231780715,,,,
UNTC.TA,XGBoost,2562.835464,27.78819477,0.388615825,8.21238256,-1,,,,
UPSL.TA,XGBoost,2455.326663,45.44310375,-4.285330485,2.5080061,-1,,,,
UTRN.TA,LSTM,47.27018098,4.93404874,0.99808477,0.008373622,-0.793645308,,,,
VCTR.TA,GRU,3219.862159,45.59910748,0.976691454,0.008651963,-0.813945245,,,,
VILR.TA,LSTM,11674.07968,74.24794876,0.991785232,0.004407676,-1,,,,
VISN.TA,GRU,60644.52328,122.4388185,0.988678422,0.474429431,-1.007439726,,,,
VRDS.TA,GRU,827.6329918,25.46865534,0.898395472,0.010531523,-1.491065083,,,,
VTNA.TA,GRU,85.33981972,7.398563004,0.99772654,0.00316766,-1.194224532,,,,
WATR.TA,XGBoost,3000.009565,45.19207835,-0.623370982,0.6071347077,-1,,,,
WESR.TA,LSTM,65.52699641,6.456532352,0.968695062,0.01364888,-1,,,,
WILC.TA,LSTM,2051.302396,30.61372654,0.996193619,0.005776231,-0.5211519958,,,,
WILK.TA,LSTM,3.756121009,1.650137254,0.966231113,0.058914171,-1,,,,
WLFD.TA,LSTM,667.7994104,20.2102535,0.995745218,0.007980033,-1,,,,
WNBZ.TA,XGBoost,1.073275374,0.729644277,0.968093327,0.03155658431,-1,,,,
XTLB.TA,GRU,0.031297819,0.092227744,0.980793315,0.014520866,-0.7556512308,,,,
YAAC.TA,LightGBM,0.998260151,0.649604829,0.948905336,0.01616062075,-1,,,,
YBOX.TA,XGBoost,2.543712646,1.198076692,0.969322283,0.01523708713,-0.9532849125,,,,
YBRD.TA,XGBoost,152254.7636,329.7291968,0.537151789,3.300901894,-1,,,,
YHNF.TA,LSTM,9938.035613,67.68119656,0.993902089,0.002881018,-0.7599584691,,,,
ZMH.TA,LSTM,1978.690289,37.72023549,0.991620964,0.010114306,-0.9857980329,,,,
ZNKL.TA,GRU,6894.574497,65.54027259,0.92018365,0.015656445,-1,,,,
ZOOZ.TA,LSTM,1037.885245,26.38586976,0.949941387,0.035138955,-1,,,,
ZPRS.TA,GRU,3262.997449,48.91397353,0.534922406,0.034597088,-1,,,,
ZUR.TA,LSTM,18.57178048,3.039554349,0.998664671,0.003750562,-1,,,,
