Company,MSE,MAE,R2,MAPE
STRG.TA,376.1796393,9.620516503,-4.462389931,0.231128776
STRS.TA,11394.08269,95.40277476,0.978506191,0.01351367
STRW.TA,28347.31485,112.9574933,0.055611458,0.025297062
SFRN.TA,9.457130158,2.000015648,0.996263982,0.002783866
SMT.TA,1482.213093,29.73812015,0.981348935,0.005235109
SNFL.TA,228.9659312,14.37448767,0.88844386,0.025873374
SNCM.TA,1.527963251,0.694078559,0.993163796,0.005599909
STEC.TA,290.6341529,6.882209865,0.978496084,0.137939154
SNEL.TA,589.343868,16.75053615,0.97071239,0.010748155
TDRN.TA,54564.63641,188.7750729,0.995378302,0.007857844
TMRP.TA,10472.87532,63.87506474,0.942657045,0.022496449
TRA.TA,5.08349072,1.249911549,0.957506687,0.031121559
TATT.TA,1798868.255,1099.53888,0.175705457,0.115788096
TAYA.TA,331.3672731,14.58244429,0.994913578,0.002353982
TNPV.TA,410.2916174,12.23527906,0.991360261,0.009976278
TECT.TA,43.37741101,5.011363005,0.981544608,0.011521247
TEDE.TA,7387.913847,55.94582706,0.662959729,3.298200224
TFRLF.TA,4549.93597,44.07559812,0.951099661,0.013365121
TLSY.TA,12432.66854,70.09631948,0.979330361,0.003999422
TRLT.TA,134.612761,7.849475556,0.988333772,0.009004555
TRX.TA,93.21445223,8.380396891,0.930920552,0.017125772
TUZA.TA,31.74025108,1.628794826,0.269430204,1.855220618
TEVA.TA,76779.19099,182.0027709,0.863155605,0.026078479
TGI.TA,4.744030743,1.572366939,0.990554865,0.007943337
ILCO.TA,617551.3832,676.9501431,0.995733824,0.007309187
TMIS.TA,998.0839842,15.87744528,0.980133916,0.013670197
THES.TA,32.22838767,4.602134437,0.996890144,0.009698278
TIGBUR.TA,17570.03485,119.6464574,0.929143229,0.021114665
TIGI.TA,144.5570006,8.292150428,0.982613587,0.010104253
TKUN.TA,10.01871339,2.173663421,-0.217307903,0.059431416
TTAM.TA,10.07010672,2.690515643,0.996322683,0.004133419
TGTR.TA,405.7070519,16.90811046,0.803347442,0.039631497
TOEN.TA,5329.381814,44.42080017,0.948968673,0.020582484
TNDO.TA,121.2436374,3.425676669,0.78462717,0.007829827
TOPS.TA,73.92129706,5.958294563,0.996635949,0.005681738
TSEM.TA,159920.227,300.4770565,0.914817536,0.017338699
TRAN.TA,32.79683102,2.610233487,0.719122243,0.025704372
TSG.TA,41877.4486,147.9587075,-0.707180822,0.00892905
TURB.TA,803.8497563,25.58266469,0.909212673,0.02902369
TRPZ.TA,639.1197601,19.14741985,0.994171293,0.00807468
UMH.TA,4993537.944,2057.841466,0.317479989,6.916927175
UNTC.TA,181.9780615,9.555190435,0.707278361,0.16571582
UNCT.TA,54894.06727,51.75171805,-3052.313331,38.93940501
UNIT.TA,2040.644292,38.71283092,0.928881671,0.014024938
UPSL.TA,1606.226744,25.88987495,-1.010787155,3.224477672
UTRN.TA,47.27018098,4.93404874,0.99808477,0.008373622
VRDS.TA,4003.240551,60.01514871,0.50854138,0.024479604
VCTR.TA,8389.879822,82.29234676,0.939265753,0.015417214
VILR.TA,11674.07968,74.24794876,0.991785232,0.004407676
VISN.TA,39504.34494,142.6292248,0.992625031,0.37010733
VTNA.TA,1435.080522,33.64352629,0.961769334,0.013826319
WATR.TA,320.9669719,13.62173984,-0.812063753,0.258325993
WESR.TA,65.52699641,6.456532352,0.968695062,0.01364888
WILK.TA,3.756121009,1.650137254,0.966231113,0.058914171
WLFD.TA,667.7994104,20.2102535,0.995745218,0.007980033
WILC.TA,2051.302396,30.61372654,0.996193619,0.005776231
WNBZ.TA,5.270645272,1.61542444,0.662713632,0.073297543
XTLB.TA,0.094079828,0.248440852,0.942265574,0.039573691
YBRD.TA,239048.8002,244.2887181,-0.370117518,5.293378658
YAAC.TA,55.50924196,2.902376357,0.831086305,4.809027838
YBOX.TA,5.407033813,1.770016768,0.992496928,0.014847279
YHNF.TA,9938.035613,67.68119656,0.993902089,0.002881018
ZNKL.TA,23686.75886,121.9671531,0.725785741,0.028838292
ZPRS.TA,3818.417198,50.89146329,0.455757993,0.036163576
ZMH.TA,1978.690289,37.72023549,0.991620964,0.010114306
ZOOZ.TA,1037.885245,26.38586976,0.949941387,0.035138955
ZUR.TA,18.57178048,3.039554349,0.998664671,0.003750562
