,Earnings Per Share (EPS),Number of Outstanding Shares,Revenue,Net Income,Gross Profit,Operating Income (EBIT),Total Assets,Long-Term Debt
FTAL.TA,"[0.9838, 0.9633, 0.9197]","[0.9838, 0.9633, 0.9197]","[-1.0, -1.0, -1.0]","[0.821, 0.7682, 0.7246]","[-1.0, -1.0, -1.0]","[-0.7382, -0.6853, -0.6417]","[0.9503, 0.8975, 0.8538]","[0.9793, 0.9679, 0.9242]"
FLYS.TA,"[0.9825, 0.902, 0.7991]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
FBRT.TA,"[0.98, 0.8986, 0.8233]","[0.98, 0.8986, 0.8233]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9756, 0.903, 0.8277]","[None, None, None]"
FRSX.TA,"[0.952, 0.8062, 0.6093]","[0.952, 0.8062, 0.6093]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.8552, 0.9989, 0.4165]","[None, None, None]"
FORTY.TA,"[0.9971, 0.9167, 0.9576]","[0.9971, 0.9167, 0.9576]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
GCT.TA,"[0.9934, 0.9971, 0.9088]","[0.9934, 0.9971, 0.9088]","[-1.0, -1.0, -1.0]","[-0.4035, -0.3941, -0.4882]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9254, 0.9159, 0.9899]","[0.9666, 0.976, 0.8819]"
GVYM.TA,"[0.9943, 0.9691, 0.9629]","[0.9943, 0.9691, 0.9629]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9966, 0.9668, 0.9652]","[0.9953, 0.9681, 0.9639]"
GEFR.TA,"[0.992, 0.961, 0.9689]","[0.992, 0.961, 0.9689]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9901, 0.9591, 0.9709]","[0.9896, 0.9586, 0.9714]"
GNCL.TA,"[0.9832, 0.9432, 0.8088]","[0.9832, 0.9432, 0.8088]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
GNRS.TA,"[0.9938, 0.8875, 0.8612]","[0.9938, 0.8875, 0.8612]","[0.2433, 0.3496, 0.3759]","[0.3477, 0.454, 0.4803]","[0.4832, 0.5895, 0.6158]","[-0.1303, -0.024, 0.0024]","[0.9957, 0.8894, 0.8631]","[0.9956, 0.8981, 0.8717]"
GILT.TA,"[0.9953, 0.9397, 0.9255]","[0.9953, 0.9397, 0.9255]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-0.6846, -0.6196, -0.6055]","[0.9968, 0.9318, 0.9176]","[0.9953, 0.9397, 0.9255]"
GLTL.TA,"[0.9923, 0.8723, 0.8641]","[0.9923, 0.8723, 0.8641]","[-1.0, -1.0, -1.0]","[0.3153, 0.4507, 0.4589]","[-1.0, -1.0, -1.0]","[-1.0, -0.9443, -0.9361]","[0.9665, 0.8981, 0.8899]","[-1.0, -1.0, -1.0]"
GKL.TA,"[0.9272, 0.846, 0.8946]","[0.9272, 0.846, 0.8946]","[-1.0, -1.0, -1.0]","[0.1714, 0.2526, 0.2039]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.911, 0.8298, 0.8784]","[0.8935, 0.8123, 0.8609]"
GLRS.TA,"[0.9953, 0.9726, 0.8606]","[0.9953, 0.9726, 0.8606]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -0.9776]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.7477, 0.7704, 0.8824]","[0.9394, 0.9168, 0.8047]"
GOHO.TA,"[0.9871, 0.9558, 0.7924]","[0.9871, 0.9558, 0.7924]","[-1.0, -1.0, -1.0]","[0.9265, 0.9836, 0.853]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9378, 0.8807, 0.7173]","[0.9872, 0.9557, 0.7923]"
GRAC.TA,"[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
G107.TA,"[0.9929, 0.9444, 0.8892]","[0.9929, 0.9444, 0.8892]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HGG.TA,"[0.9873, 0.868, 0.9539]","[0.9873, 0.868, 0.9539]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9293, 0.9515, 0.9627]","[0.6404, 0.5211, 0.607]"
MSBI.TA,"[0.985, 0.9435, 0.9647]","[0.985, 0.9435, 0.9647]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HAMAT.TA,"[0.9973, 0.982, 0.9032]","[0.9973, 0.982, 0.9032]","[-1.0, -1.0, -1.0]","[-0.1403, -0.125, -0.0462]","[-1.0, -1.0, -1.0]","[0.5773, 0.5925, 0.6714]","[0.9898, 0.9949, 0.916]","[0.8083, 0.7931, 0.7142]"
HICN.TA,"[0.992, 0.6856, 0.5115]","[0.992, 0.6856, 0.5115]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HLAN.TA,"[0.9983, 0.9552, 0.9161]","[0.9983, 0.9552, 0.9161]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.7172, 0.7637, 0.8029]","[0.9983, 0.9552, 0.9161]"
HIPR.TA,"[0.9934, 0.8886, 0.9966]","[0.9934, 0.8886, 0.9966]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9834, 0.8786, 0.9866]","[0.9173, 0.8125, 0.9205]"
HIVE.TA,"[None, None, None]","[1.0, 1.0, 1.0]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HLMS.TA,"[0.9917, 0.8983, 0.8924]","[0.9917, 0.8983, 0.8924]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.967, 0.9396, 0.9337]","[0.8814, 0.9747, 0.9807]"
HMGS.TA,"[0.9895, 0.6761, 0.0896]","[0.9895, 0.6761, 0.0896]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HUMX.TA,"[0.9614, 0.9962, 0.7307]","[0.9614, 0.9962, 0.7307]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
IDNT.TA,"[0.8137, 0.8215, 0.8938]","[0.8137, 0.8215, 0.8938]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
IDMO.TA,"[0.9007, 0.801, 0.9769]","[0.9007, 0.801, 0.9769]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ILX.TA,"[0.9918, 0.996, 0.9976]","[0.9918, 0.996, 0.9976]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9782, 0.9904, 0.984]","[None, None, None]"
INRM.TA,"[0.9999, 0.9898, 0.8995]","[0.9999, 0.9898, 0.8995]","[-1.0, -1.0, -1.0]","[-0.8075, -0.7974, -0.7071]","[-1.0, -1.0, -0.99]","[0.2457, 0.2558, 0.3461]","[0.9991, 0.9908, 0.9006]","[0.9284, 0.9184, 0.8281]"
INCR.TA,"[1.0, 0.9658, 0.866]","[1.0, 0.9658, 0.866]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ISHI.TA,"[0.9826, 0.8507, 0.6182]","[0.9826, 0.8507, 0.6182]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-0.9139, -0.7819, -0.5495]","[0.9314, 0.7995, 0.567]","[0.9178, 0.7859, 0.5534]"
ISRG.TA,"[0.9704, 0.924, 0.8277]","[0.9704, 0.924, 0.8277]","[-0.6974, -0.651, -0.5547]","[0.9458, 0.9922, 0.9115]","[-0.1905, -0.1441, -0.0478]","[0.6842, 0.7306, 0.8269]","[0.9779, 0.9757, 0.8794]","[0.7688, 0.7224, 0.6261]"
ISRO.TA,"[0.9994, 0.9934, 0.9736]","[0.9994, 0.9934, 0.9736]","[-1.0, -1.0, -1.0]","[-0.3436, -0.3377, -0.3178]","[-1.0, -1.0, -1.0]","[-0.3197, -0.3138, -0.2939]","[0.9801, 0.9741, 0.9542]","[0.9949, 0.9992, 0.9793]"
ISTA.TA,"[0.9947, 0.9266, 0.9471]","[0.9947, 0.9266, 0.9471]","[-0.5717, -0.5036, -0.5241]","[-0.7888, -0.7207, -0.7413]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9914, 0.9405, 0.9611]","[0.8516, 0.9197, 0.8991]"
JNGO.TA,"[None, None, None]","[0.9997, 0.8912, 0.8833]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
KAFR.TA,"[0.9867, 0.9632, 0.9728]","[0.9867, 0.9632, 0.9728]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9235, 0.9, 0.9096]","[0.4613, 0.4379, 0.4475]"
KEN.TA,"[0.993, 0.9507, 0.9775]","[0.993, 0.9507, 0.9775]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-0.5746, -0.6169, -0.5452]","[0.7091, 0.6668, 0.7385]","[0.9681, 0.9258, 0.9976]","[0.8721, 0.9144, 0.8426]"
KSTN.TA,"[0.9935, 0.9296, 0.8431]","[0.9935, 0.9296, 0.8431]","[0.0065, 0.0704, 0.1569]","[-1.0, -1.0, -1.0]","[0.0237, -0.0401, -0.1267]","[-0.4781, -0.542, -0.6285]","[0.862, 0.9258, 0.9876]","[0.6319, 0.6958, 0.7823]"
KLIL.TA,"[0.9325, 0.9365, 0.9437]","[0.9325, 0.9365, 0.9437]","[-1.0, -1.0, -1.0]","[0.689, 0.685, 0.6778]","[-0.8938, -0.8978, -0.905]","[0.6153, 0.6193, 0.6265]","[0.9242, 0.9282, 0.9354]","[None, None, None]"
LAHAV.TA,"[0.9938, 0.9818, 0.8863]","[0.9938, 0.9818, 0.8863]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.5591, 0.5471, 0.4515]","[-1.0, -1.0, -1.0]","[0.9656, 0.9776, 0.9269]","[0.8939, 0.9059, 0.9986]"
LSCO.TA,"[0.9884, 0.9938, 0.9037]","[0.9884, 0.9938, 0.9037]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
LBRA.TA,"[0.9941, 0.8937, 0.5112]","[0.9941, 0.8937, 0.5112]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
LCTX.TA,"[0.9974, 0.9371, 0.7318]","[0.9974, 0.9371, 0.7318]","[-0.5111, -0.4507, -0.7818]","[-1.0, -1.0, -1.0]","[-0.4473, -0.387, -0.7181]","[-1.0, -1.0, -1.0]","[0.8305, 0.8908, 0.5597]","[None, None, None]"
LPSN.TA,"[0.8919, 0.8909, 0.624]","[0.8919, 0.8909, 0.624]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9863, 0.9874, 0.7457]","[0.7712, 0.7702, 0.5033]"
MGIC.TA,"[0.9937, 0.9838, 0.9766]","[0.9937, 0.9838, 0.9766]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MTLF.TA,"[None, None, None]","[0.982, 0.9534, 0.9111]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MTRX.TA,"[0.9904, 0.9482, 0.906]","[0.9904, 0.9482, 0.906]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9155, 0.9577, 0.9999]","[0.9767, 0.9345, 0.8922]"
MAXO.TA,"[0.9719, 0.941, 0.8537]","[0.9719, 0.941, 0.8537]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9475, 0.9654, 0.8781]","[-1.0, -1.0, -1.0]"
MTRN.TA,"[0.9887, 0.9578, 0.753]","[0.9887, 0.9578, 0.753]","[-1.0, -1.0, -1.0]","[0.2297, 0.2832, 0.4881]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9765, 0.97, 0.7652]","[0.9759, 0.9224, 0.7175]"
MEDN.TA,"[0.9933, 0.8896, 0.8106]","[0.9933, 0.8896, 0.8106]","[-1.0, -1.0, -1.0]","[-0.0677, -0.1714, -0.2503]","[0.9238, 0.8201, 0.7412]","[-0.0335, -0.1372, -0.2162]","[0.8623, 0.7586, 0.6796]","[0.979, 0.8753, 0.7963]"
MLSR.TA,"[0.987, 0.946, 0.9817]","[0.987, 0.946, 0.9817]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.8787, 0.9457, 0.9099]","[0.67, 0.737, 0.7013]"
MNIN.TA,"[0.9908, 0.9071, 0.7526]","[0.9908, 0.9071, 0.7526]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9638, 0.8801, 0.7257]","[0.9086, 0.8249, 0.6705]"
MLD.TA,"[None, None, None]","[1.0, 0.75, 0.6917]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MZTF.TA,"[0.9974, 0.923, 0.9456]","[0.9974, 0.923, 0.9456]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[None, None, None]","[None, None, None]","[0.9693, 0.9511, 0.9737]","[None, None, None]"
MLRN.TA,"[0.9985, 0.9422, 0.8274]","[0.9985, 0.9422, 0.8274]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NFTA.TA,"[0.9891, 0.9859, 0.9667]","[0.9891, 0.9859, 0.9667]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.932, 0.957, 0.9095]","[0.9584, 0.9334, 0.9809]"
NYAX.TA,"[0.9971, 0.7958, 0.8722]","[0.9971, 0.7958, 0.8722]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-0.429, -0.2277, -0.3041]","[0.9649, 0.7636, 0.84]","[0.7292, 0.9305, 0.8541]"
NTGR.TA,"[0.9937, 0.8968, 0.9374]","[0.9937, 0.8968, 0.9374]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-0.8231, -0.7261, -0.7667]","[0.7366, 0.8335, 0.7929]","[0.9817, 0.9213, 0.9619]","[0.9198, 0.9833, 0.9761]"
NTNB.TA,"[None, None, None]","[0.9941, 0.9823, 0.8894]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTM.TA,"[0.992, 0.9177, 0.7669]","[0.992, 0.9177, 0.7669]","[-1.0, -1.0, -1.0]","[0.3587, 0.433, 0.5838]","[-1.0, -1.0, -1.0]","[-0.7283, -0.654, -0.5032]","[0.9823, 0.9434, 0.7926]","[0.983, 0.9087, 0.7579]"
NXFR.TA,"[0.95, 0.9551, 0.5853]","[0.95, 0.9551, 0.5853]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXGN.TA,"[0.9413, 0.9117, 0.9376]","[0.9413, 0.9117, 0.9376]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NISA.TA,"[0.9816, 0.9903, 0.8924]","[0.9816, 0.9903, 0.8924]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9592, 0.9679, 0.9147]","[0.7204, 0.7291, 0.8465]"
NVLG.TA,"[0.9999, 0.9553, 0.968]","[0.9999, 0.9553, 0.968]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9605, 0.9949, 0.9283]","[None, None, None]"
NURI.TA,"[None, None, None]","[0.9681, 0.8439, 0.817]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
OPCE.TA,"[0.9991, 0.9823, 0.9608]","[0.9991, 0.9823, 0.9608]","[-1.0, -1.0, -1.0]","[0.6288, 0.6473, 0.6688]","[-0.5661, -0.5475, -0.526]","[0.2007, 0.2193, 0.2408]","[0.8977, 0.8791, 0.8576]","[0.8512, 0.8327, 0.8111]"
OPK.TA,"[0.9997, 0.9625, 0.9305]","[0.9997, 0.9625, 0.9305]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-0.5503, -0.5875, -0.6195]","[0.9749, 0.9378, 0.9058]","[0.9871, 0.9499, 0.9179]"
ORAD.TA,"[0.9967, 0.9362, 0.8432]","[0.9967, 0.9362, 0.8432]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ORA.TA,"[0.998, 0.9829, 0.96]","[0.998, 0.9829, 0.96]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9845, 0.9693, 0.9464]","[0.9845, 0.9693, 0.9465]"
OVRS.TA,"[0.9849, 0.9346, 0.8982]","[0.9849, 0.9346, 0.8982]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PTNR.TA,"[0.9462, 0.9904, 0.7668]","[0.9462, 0.9904, 0.7668]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9559, 1.0, 0.7765]","[0.9462, 0.9904, 0.7668]"
PEN.TA,"[0.9868, 0.9426, 0.8257]","[0.9868, 0.9426, 0.8257]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[None, None, None]","[None, None, None]","[0.9101, 0.9543, 0.9288]","[None, None, None]"
PERI.TA,"[0.9933, 0.9665, 0.9878]","[0.9933, 0.9665, 0.9878]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9675, 0.9924, 0.9863]","[None, None, None]"
PTCH.TA,"[None, None, None]","[0.9729, 0.843, 0.9735]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PHTM.TA,"[0.9969, 0.9279, 0.9115]","[0.9969, 0.9279, 0.9115]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLCR.TA,"[0.9761, 0.6148, 0.6393]","[0.9761, 0.6148, 0.6393]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PMVM.TA,"[0.9963, 0.9797, 0.9215]","[0.9963, 0.9797, 0.9215]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PRSK.TA,"[0.9937, 0.9858, 0.9964]","[0.9937, 0.9858, 0.9964]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9543, 0.9622, 0.9444]","[0.9809, 0.9887, 0.971]"
PRTC.TA,"[0.9911, 0.9375, 0.9758]","[0.9911, 0.9375, 0.9758]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[None, None, None]","[-1.0, -1.0, -1.0]","[0.9844, 0.9441, 0.9691]","[0.3814, 0.3099, 0.3967]"
PRPD.TA,"[None, None, None]","[0.9615, 0.9693, 0.9712]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PULS.TA,"[0.9877, 0.9788, 0.9449]","[0.9877, 0.9788, 0.9449]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PPBT.TA,"[0.8642, 0.7113, 0.6982]","[0.8642, 0.7113, 0.6982]","[None, None, None]","[-1.0, -1.0, -1.0]","[None, None, None]","[-1.0, -1.0, -1.0]","[0.9193, 0.6563, 0.6431]","[None, None, None]"
QLTU.TA,"[0.9902, 0.9536, 0.8825]","[0.9902, 0.9536, 0.8825]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
QLRD.TA,"[0.9805, 0.9501, 0.8926]","[0.9805, 0.9501, 0.8926]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RANI.TA,"[0.9884, 0.9166, 0.7669]","[0.9884, 0.9166, 0.7669]","[-0.6087, -0.5369, -0.3872]","[0.8551, 0.7832, 0.6335]","[-1.0, -1.0, -1.0]","[-0.631, -0.5592, -0.4095]","[0.9582, 0.8864, 0.7366]","[0.9933, 0.9214, 0.7717]"
RAVD.TA,"[0.9963, 0.9713, 0.9754]","[0.9963, 0.9713, 0.9754]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RVL.TA,"[0.994, 0.9597, 0.9237]","[0.994, 0.9597, 0.9237]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9663, 0.92, 0.9634]","[0.9102, 0.8639, 0.9805]"
RAYG-M.TA,"[None, None, None]","[0.9473, 0.7825, 0.5807]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RIT1.TA,"[0.9916, 0.9461, 0.9118]","[0.9916, 0.9461, 0.9118]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9605, 0.9772, 0.9428]","[0.9219, 0.9842, 0.9814]"
REKA.TA,"[0.9725, 0.9977, 0.923]","[0.9725, 0.9977, 0.923]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.548, 0.5732, 0.6525]","[0.9567, 0.9819, 0.9387]","[0.9639, 0.9891, 0.9315]"
RTLS.TA,"[0.9956, 0.9849, 0.8972]","[0.9956, 0.9849, 0.8972]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9705, 0.9812, 0.8633]","[0.9368, 0.9261, 0.956]"
RIMO.TA,"[0.9841, 0.97, 0.9701]","[0.9841, 0.97, 0.9701]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9583, 0.9442, 0.9959]","[None, None, None]"
RSEL.TA,"[0.9847, 0.9479, 0.346]","[0.9847, 0.9479, 0.346]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPNS.TA,"[0.979, 0.9979, 0.8751]","[0.979, 0.9979, 0.8751]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[-1.0, -1.0, -1.0]","[0.9667, 0.9856, 0.8628]","[0.9783, 0.9972, 0.8744]"
