Ticker,MSE,MAE,MAPE,R2
ABRA.TA,13.32306828152596,2.8681336710275698,0.0099861307264306,0.9645524849248336
ACCL.TA,36.22384464175562,5.485415308928687,0.0450276902406836,0.8533857712363246
ACKR.TA,584.8431573698384,13.841583251953123,0.0180118241884917,0.9605283405276372
ACRO.TA,3989.065203520305,52.10267908432905,0.0098209169291268,0.9839322981420504
ADGR.TA,68.57802165308121,6.128919617203642,0.0124181351739768,0.967328448431672
ARDM.TA,5.151389174737361,1.865215995094993,0.0311982336549509,0.986180244922421
AFHL.TA,98384.96424921682,195.2968830707645,0.0151884127479894,0.9851756200581848
AFPR.TA,25006.80976829056,142.7008893982438,0.0084981724905332,0.8815862970281744
AFRE.TA,96344.95013096707,230.9981760072314,0.0088574499218648,0.9794962408313111
ARPT.TA,502.0797230350085,16.32814921229339,0.0028583818372107,0.9930350418466638
ARTS.TA,11.220212324776224,2.352408574975055,0.0676685456534086,0.7216599265524225
ALAR.TA,44659.05493603872,205.74379686087616,0.4026803015895248,0.4713324330023259
ALBA.TA,9047.328765995862,73.63471820925878,0.0457603773231035,0.8358041877686531
ALMD.TA,0.1194520942973055,0.2837919913047601,0.0078579818757917,0.9854733852394768
ALLT.TA,3119.2763039878887,32.81923253083032,0.0240988005589812,0.963649340010975
ALMY.TA,29616.68245842509,127.10687855156984,5.852532366557084,0.8274813219637747
AMDA.TA,5.7574669281269,1.9927714029947892,0.0121173299339436,0.9659395646960424
ALMA.TA,127.7388004867076,9.577676029528602,0.0111199571574698,0.9925577614468132
ALHE.TA,1827.9752644797984,37.26972696603822,0.013204935288791,0.9513334810072804
ALRPR.TA,9362.533029501104,70.46774115444215,0.004658018819754,0.9971301407424734
ALUMA.TA,20.57177821609531,4.271201883951823,0.1201414729141547,0.0275190334048316
AMAN.TA,39.12481894658124,4.91161201413998,0.0031104855529652,0.9827965562602756
AMD.TA,107.66127618351652,9.4107507776331,0.0103528148706708,0.7729840231342413
AMRK.TA,5339.0753074712,66.67563395854856,0.024374953672913,0.8955132583993962
AMOT.TA,1334.8131911535402,30.35150600464876,0.0164043642975824,0.967212732692952
AMRM.TA,103826.01290608828,272.23277869591345,0.0770276605691942,-1.4468322479369995
ANGL.TA,714.9301766708862,21.19534074767562,0.006299566414194,0.9931628896397504
APLP.TA,1706.568941055095,32.953553885467784,0.0860149839062955,0.8459481028032673
AQUA.TA,2254.895304160667,44.259659044670336,0.3096879263713621,-3.532709355825604
ARD.TA,1381.1317426449011,29.71878631844008,0.0059451220955011,0.9711424649513284
ARAN.TA,95.0431422695887,7.245336106986054,0.0037746049231227,0.9774757911115592
ARBE.TA,2115.972609247726,19.25481708233173,0.0253608408129297,0.0557164446272719
ARGO.TA,2388.508298972557,37.27412221623563,0.0039243764552935,0.9885495503167456
ARIN.TA,11.328890846105107,2.902208186378164,0.0136368264128308,0.9057055423776292
ARYT.TA,4063.682223530941,40.896856386799456,0.0642857319576173,0.7857101516340711
ARF.TA,104130.7655391078,256.17918346774195,0.0472388877903255,0.0202703991938816
ASHO.TA,344952.2214231373,448.25221946022725,0.0955979819165023,0.4064421786339918
ASHG.TA,1113.7404197700753,21.492268207644628,0.0040372776050856,0.9976431526858528
ASGR.TA,41.08432723358581,3.719678137913223,0.0064199242842793,0.9899667188248852
AUDC.TA,10441.343521462008,84.26148066244836,0.0233641326738724,0.8920189672395971
AUGN.TA,9546.630151109548,84.42612413138397,0.2528492312142781,0.6945629690410792
AURA.TA,4645.854558472668,52.285732300813535,0.0283872369491645,0.9016359886949892
AUSA-M.TA,11991.927947194206,88.96752277811369,1.230419864962303,-1.5452880685823065
AUIS.TA,59320.15737125924,100.28038212261367,2.6740471437328286,-0.3894565775424965
AMX.TA,2.201270084433664,1.1502059042990749,0.0606069886848886,0.3859278839987476
AVER.TA,2729.795894770306,43.42607129309789,0.0465599142302132,0.822868678274136
AVGD.TA,3275.5677862830203,38.70543591729526,0.0201111429332155,0.9197484745471044
AVGL.TA,6.334787936887438,1.608440493749193,0.0122311671338771,0.9269708057528226
AVIA.TA,13635.946630754794,39.86085866502494,0.5419198691175264,0.5546779352077342
AVIV.TA,1239.316919612737,28.47282977143595,0.0170384903182699,0.985729746819332
AVRT.TA,1214.861397967162,24.610754450946523,0.5013351486818097,-0.90067247115143
AILN.TA,386.0554059462554,15.386095501127697,0.3459104623785166,-22.767956623206963
AYAL.TA,9097.910279184704,74.62573948379391,0.0288103220654638,0.9673436866745134
AZRM.TA,407.1863824268264,15.963985222430267,0.0085327865266032,0.9871111856186592
AZRG.TA,72142.96610751822,170.73547262396696,0.0063428500345275,0.985431771120592
BCOM.TA,151.48083460540315,10.140537230436466,0.0073413934970059,0.9971427521023344
BKFR.TA,1256.5818171039434,23.706061564700704,0.0175796207361906,0.9136522241313384
BVGG.TA,9.398519777334654,2.4330059344951924,0.0033744587630763,0.9970753479788408
BRAN.TA,2981.245306447641,38.429226457580064,0.0270795642224771,0.8755309506062574
BRKT.TA,2.539066600050622,1.210807618640718,0.0068545268288744,0.9931687134905852
BVC.TA,6.585542900463246,2.197287504338036,0.0234626847792767,0.8143460997449132
ORL.TA,0.3402212969597991,0.4700055713495932,0.0050275635325494,0.9643291735645751
BHNY.TA,2766.51855733723,33.51105959553364,0.1408769629360578,0.0654011648245127
BSEN.TA,5164982.306586714,1665.372611053719,0.0582802276026502,0.6463879323521873
BEZQ.TA,3.7876768135658105,1.5236556628518854,0.0033558540494972,0.9978944561727164
BIG.TA,76192.77612670395,181.63562112603304,0.004251000050973,0.9962876923598007
BIGT.TA,20.39050173434889,3.672487839408543,0.0238548246343946,0.9078755280058296
BKRY.TA,23.3048083568092,3.9064088226646505,0.0122794827670126,0.9127355920042988
BIOV.TA,1709.0164720858863,29.09024930591429,1.0993397940436689,-401.4075678203014
BOLT.TA,769.8406263612403,9.090198508964097,0.4220366061180232,0.735177790701466
BLRX.TA,0.5129550889460627,0.5422394531817476,0.0404296443904525,0.9712173866166944
BIMT.TA,0.4673181534909694,0.5169289008430813,0.0222993167711648,0.8060938665342635
BIRM.TA,5723.5286964965535,70.70043524380388,0.070748634676116,0.7046862878233418
BLRN.TA,333.5492308075921,15.176288122418288,0.2735032496263268,-9.233315461587893
BLITZ-M.TA,129734.64759935264,334.3023496355329,1.1742957651714327,-41.69098572009891
BLSR.TA,709868.823482608,628.3449767561983,0.0198479722588018,0.9113302090004478
BOTI.TA,8769.200496345513,74.55791580578513,0.0185326629094598,0.9697625991616295
BONS.TA,0.4054031499292099,0.4951438744862874,0.0421281866789112,0.851003985388781
BCNV-M.TA,2613630.24819455,1153.797442118327,1.1628697459153208,0.9816789586185992
BWAY.TA,423.33970772124025,17.074861384620352,0.010700062236724,0.9934721715498608
BRAM.TA,35.08351766965775,5.105390816680656,0.0329083492621422,0.7478016180891869
BRND.TA,23.38841021896825,4.3851459597753095,0.0177117581829352,0.956634591220286
BRIL.TA,1509.5002616471495,31.64556834323347,0.0180005433438965,0.9889289929345468
BRMG.TA,462.33617140035614,17.02356814549974,0.0129899287108724,0.9848926384582536
BBLS.TA,7.227977512860282,2.1216839195316672,0.0599808514538355,0.1215834649032505
BLGO.TA,92.09067592321884,7.943919507763054,0.0106307768201647,0.9499443496738228
BULL-M.TA,1906.678560090926,30.44982373841545,42.633242801848944,-116.2531421786511
CISY.TA,1457.5097221273545,30.265352446457435,0.02202750819044,0.9494737831608014
CLAB.TA,117.4584430668746,8.523626576299252,0.0078024133392858,0.987106393625466
CAMT.TA,4410299.495457389,1827.494786286157,0.0606215482323699,0.8713103396783661
CANF.TA,0.0549499200769194,0.1580410407594412,0.0554188535618389,0.8982704840470697
CNGL.TA,107116.38393447512,263.8385797316028,0.2409422613765632,-0.6593633981867015
CNTC.TA,2644717.187025824,500.1670524691358,0.2157560917214094,-3.217842267708217
CPTP.TA,1.9313170790258092,0.958265776435534,0.2549204004171176,0.9897295159064664
CRSM.TA,6110.745242594688,57.74304300103306,0.0252103140269318,0.90513155571049
CRSR.TA,2304.4498724269456,37.5492953596444,0.010200916961908,0.9914513931526234
CRML.TA,669.1106133113715,19.84003139527376,0.010175652720015,0.9800002168731992
CRMT.TA,3111.555004122501,42.1494967326645,0.5747231207091127,0.9649130829258928
CAST.TA,12645.208843105096,79.20538481404958,0.0096128315493767,0.9880444083723404
CEL.TA,155.71893130131988,10.211807124870868,0.0058209083787348,0.996283313576674
CILO.TA,1476886.4478393935,1026.820344783058,4.054383771642883,-19.17865897955476
CION.TA,2.9150845598321067,1.3248701597514905,0.0387710063958362,-117.45372237502195
CPIA.TA,1.3818830937433066,0.8964066892056852,0.0184266511862754,0.7262263187937839
CTPL1.TA,570470164.0077906,17676.293836684454,0.6090402467110083,-1.1943882456456252
CTPL5.TA,1861690755.958252,30222.17869104964,0.8896526825720124,-0.0067257005164809
CBI.TA,136.43592699250823,11.512936678799717,0.2972224402247381,-12.724966012551866
CLIS.TA,15079.03201867332,106.09785801911156,0.0156724357676146,0.9843836562137944
CFX.TA,56.64256140732106,4.885846350803848,0.0136435599856576,0.9499268352385644
CDEV.TA,18955.88859655837,106.9307528409091,0.0086328668486625,0.98586239764619
CGEN.TA,1518.707510286157,31.424491440954288,0.0476786558274827,0.5898568910291204
CMDR.TA,310757.1133198068,396.1441599948347,0.012352923245423,0.9875226416373124
CNTL-M.TA,159.17388352354465,6.913362554601721,0.0941233970496201,-3.5192124388461083
CMCT.TA,107782429990.76292,250562.8062207944,9.45236485369306,-14.402126284447894
DANH.TA,16946.672952784986,111.23092071280992,0.046090983821149,-1.8571759409532227
DANE.TA,87323.29893648131,250.5547359245868,0.0070891454565432,0.9948757435107825
DNYA.TA,15951.814749943174,92.8140338400136,0.0090573730325923,0.9929842266933424
DLEA.TA,896.1067505322459,21.821433327414773,0.0090238076843975,0.989892604603302
DLEKG.TA,286517.73345253686,332.8943375516529,0.0077001514418316,0.9684196173234576
DLTI.TA,5475.281922786132,64.27602751358695,0.0099064642672477,0.91474342000081
DELG.TA,36901.34636878179,127.8328141141529,0.007103161665177,0.9824637326850488
DIMRI.TA,176597.60923417145,343.1948443956612,0.0103770057230388,0.9586597482507802
DIPL.TA,2980.051813453436,43.1165771484375,0.0117502806731945,0.9933265446709468
DIFI.TA,269952.9612511044,379.8155505952381,0.006926699738483,0.9586634271022404
DSCT.TA,569.5272248386106,16.35084521080837,0.0071480242116029,0.9859720077118636
DISI.TA,85.55782905535018,7.063344908154701,0.0176592785928191,0.9773477348142432
DNA.TA,0.4134864473365697,0.4991316361860795,0.006312617661373,0.9973241732685896
DRAL.TA,17430.78027676157,119.25905136234503,0.0147354103354896,0.9694388534556132
DORL.TA,82.86614388364171,6.777737958715596,0.0051086648761534,0.9945128700086368
DRSH.TA,904.8600157820262,23.635906512920677,0.01630355106601,0.8426629370429719
DUNI.TA,19209.715341268493,101.17850916838844,0.0045459955523076,0.9980699379842568
ECNR.TA,3629.882333115821,55.93663962490587,0.0244138896903873,0.9597730951454546
EFCP.TA,426.2544967520696,16.714252178485577,0.0107929953503347,-0.2995090241550509
ELAL.TA,1069.6330515491077,25.05650997950026,0.0349235100124218,0.9149384417310716
EMITF-M.TA,48.41569627279512,5.9305438337654905,0.0126327379271601,0.9898260380833102
EMTC-M.TA,2.7306805740822075,1.1374376540960267,0.0673585045865554,0.7098603409576381
ESLT.TA,589810.4799587786,568.2168775826447,0.0070672357680705,0.9930931651882297
ELCO.TA,121854.91970487074,284.4755375129132,0.0232439323732424,0.9487024587983246
ELDAV-M.TA,2.4979580378470323,1.0354565035912298,0.0042658458724501,0.9939019660163044
ELTR.TA,1797021.2627477725,1101.6144111570247,0.0067414688973954,0.9975825632286348
ECP.TA,87146.9459559149,116.86810756714875,0.0143236923270745,0.941386405825934
ELCP.TA,1873.53795868077,32.422432084517055,0.0156174363734471,0.7816700062383912
ELCRE.TA,1668.908023240645,35.49494164837294,0.0085210628145459,0.9898960239228806
ELWS.TA,60164.19986775296,183.8536931818182,0.0100705960311042,0.986505403012514
ELLO.TA,9160.055063872627,84.27763227982955,0.0154704732188083,0.9646139189009224
ELMR.TA,48.43802647341874,5.047282573605372,0.0046128249798655,0.998088859347588
ELRN.TA,99.07197379330096,7.938910366089876,0.0188418820411875,0.9041290389029416
ELSPC.TA,1369.808150143278,26.72548807948089,0.0375832541142924,0.9045884122286084
